"sequencial_candidato","nome","numero_cadidato","UF","partido","setor_economico_receita","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos/comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","setor_economico_despesa","cargo","idade","sexo","grau","estado_civil"
"120000000144","MARLON RISLEY DIAS VIEIRA",2815,"MS","PRTB","Atividades de organizações políticas",9,1,22900,2544.44444444444,NA,22900,NA,NA,NA,173,10,4,22900,2290,"Atividades de organizações políticas","DEPUTADO FEDERAL",41,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"120000000424","ILZE ROCHA DE SOUZA",1786,"MS","PSL","Atividades de organizações políticas",6,1,23800,3966.66666666667,NA,23800,NA,NA,NA,109,38,17,23736.8,624.652631578947,"#NULO","DEPUTADO FEDERAL",56,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"50000000646","MOISES BARBOSA DOS SANTOS",4500,"BA","PSDB","#NULO",6,4,3858,643,NA,1875,1448,NA,535,2370,7,5,3858,551.142857142857,"Edição de cadastros, listas e outros produtos gráficos","DEPUTADO FEDERAL",49,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"240000000238","MAURO MARIANI",1570,"SC","PMDB","#NULO",70,39,1971993.09,28171.3298571429,NA,1613000,72083.29,246650,40259.8,195942,1563,801,1971979.59,1261.66320537428,"#NULO","DEPUTADO FEDERAL",50,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000491","BENEVENUTO DACIOLO FONSECA DOS SANTOS",5020,"RJ","PSOL","#NULO",63,47,38809.5,616.02380952381,NA,NA,36759.5,NA,2050,49831,61,9,38809.5,636.22131147541,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos","DEPUTADO FEDERAL",38,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000002761","ELIAS MORAIS JUNIOR",2810,"RJ","PRTB","#NULO",9,2,31090,3454.44444444444,NA,10000,NA,NA,21090,1039,30,9,35111.01,1170.367,"Impressão de jornais","DEPUTADO FEDERAL",43,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"10000000610","FRANCISCO NAZARENO DA SILVA",4510,"AC","PSDB","#NULO",12,7,15797.2,1316.43333333333,999.8,NA,12947.4,NA,1850,924,22,13,15797.2,718.054545454545,"#NULO","DEPUTADO FEDERAL",46,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"210000000484","MARIA DE FÁTIMA PEREIRA SERRA",2830,"RS","PRTB","Atividades de organizações políticas",2,2,1030,515,NA,1000,NA,NA,30,172,3,3,2030,676.666666666667,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",58,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"250000000776","RUBENS SHOZI NAKANO",7717,"SP","SD","#NULO",268,171,169000.41,630.598544776119,NA,80650.41,87950,NA,400,6486,148,30,169000.41,1141.89466216216,"#NULO","DEPUTADO FEDERAL",66,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"150000000220","ROBERTO LOPES BURITY",4004,"PB","PSB","Atividades de organizações políticas",11,4,23339.64,2121.78545454545,8299.64,NA,3000,NA,12040,2540,16,4,23319.64,1457.4775,"Atividades de organizações políticas","DEPUTADO FEDERAL",54,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000908","LUIZ CARLOS BASSUMA",5133,"BA","PEN","#NULO",9,4,133000,14777.7777777778,NA,NA,116000,10000,7000,18063,71,8,132629.51,1868.02126760563,"Impressão de material para outros usos","DEPUTADO FEDERAL",58,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"260000000072","KEYLLA CRISTINE LIMA SUICA",3377,"SE","PMN","#NULO",2,2,600,300,NA,NA,600,NA,NA,15,2,2,600,300,"#NULO","DEPUTADO FEDERAL",25,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000000304","SILVINO ROQUE NETO",3331,"SP","PMN","Atividades de organizações políticas",10,3,3633,363.3,NA,3483,NA,NA,150,1109,10,3,3633,363.3,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)"
"160000000181","LUIZ HILOSHI NISHIMORI",2222,"PR","PR","#NULO",117,100,2466817.17,21083.9074358974,2697.17,2145000,123620,195500,NA,106852,1372,714,2464589.69,1796.34817055394,"#NULO","DEPUTADO FEDERAL",65,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"60000000793","JOSE NOBRE GUIMARÃES",1322,"CE","PT","#NULO",24,19,1610171.3,67090.4708333333,557.51,807500,646000,155000,NA,209032,388,142,1698841.53,4378.45755154639,"#NULO","DEPUTADO FEDERAL",55,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"120000000430","DHAIANY WEIS FERREIRA",4456,"MS","PRP","Atividades de organizações políticas",8,1,18784.5,2348.0625,NA,18784.5,NA,NA,NA,615,19,14,18784.5,988.657894736842,"#NULO","DEPUTADO FEDERAL",32,"FEMININO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"160000001485","VALDIR CARLOS FERNANDES",4025,"PR","PSB","Atividades de organizações políticas",7,5,9786.64,1398.09142857143,9586.64,NA,200,NA,NA,1589,9,6,9786.64,1087.40444444444,"#NULO","DEPUTADO FEDERAL",45,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"190000001483","JOAQUIM DO AMARAL FILHO",5544,"RJ","PSD","Atividades de organizações políticas",9,4,91080,10120,5340,NA,600,140,85000,5658,72,7,91080,1265,"Serviços de pré-impressão","DEPUTADO FEDERAL",66,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"210000000894","ANGELA MARIA REFATTI",1422,"RS","PTB","Atividades de organizações políticas",13,3,15524,1194.15384615385,9164,4860,1500,NA,NA,1435,16,8,15524,970.25,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"70000000667","MARIA DA CONSOLAÇÃO FERREIRA DA PONTE LIMA",2899,"DF","PRTB","Compra e venda de imóveis próprios",11,5,19846.1,1804.19090909091,NA,3200,646.1,16000,NA,958,27,10,19846.1,735.040740740741,"#NULO","DEPUTADO FEDERAL",50,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000001235","FAUSTO RUY PINATO",1023,"SP","PRB","#NULO",67,47,143644.67,2143.95029850746,58242.31,NA,46774.36,25628,13000,22097,114,55,143396.89,1257.86745614035,"#NULO","DEPUTADO FEDERAL",37,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000139","MIRIAM DUQUE DE ALMEIDA",1727,"SP","PSL","Atividades de organizações políticas",14,6,17785.25,1270.375,11345,3000.25,20,3420,NA,2881,18,7,17785.25,988.069444444444,"Atividades de organizações políticas","DEPUTADO FEDERAL",33,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"140000000932","GERSON DOS SANTOS PERES",1115,"PA","PP","#NULO",14,6,950984,67927.4285714286,50000,6e+05,12000,9984,279000,62072,179,104,950906.4,5312.32625698324,"#NULO","DEPUTADO FEDERAL",83,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000003017","MAURINO DE SOUZA AMERICO",4428,"SP","PRP","Atividades de organizações políticas",4,1,312.5,78.125,312.5,NA,NA,NA,NA,394,4,1,312.5,78.125,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"230000000461","WENDEL CORDEIRO DE LIMA",4333,"RR","PV","Atividades de organizações políticas",6,4,11604.88,1934.14666666667,6104.88,NA,2000,NA,3500,1054,6,4,11604.88,1934.14666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",40,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000001411","JOÃO DORETO CAMPAGNARI NETO",4006,"SP","PSB","Atividades de organizações políticas",5,2,11627.9,2325.58,635,10992.9,NA,NA,NA,1054,5,2,11627.9,2325.58,"Atividades de organizações políticas","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"50000000129","REGINA PATRÍCIA COSTA MORELLI DOS SANTOS",1250,"BA","PDT","Atividades de organizações políticas",32,5,14417.07,450.5334375,9367.07,5000,NA,NA,50,694,39,5,14402.47,369.294102564103,"Atividades de organizações políticas","DEPUTADO FEDERAL",32,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"250000002188","GUILHERME CAMPOS JUNIOR",5590,"SP","PSD","Atividades de organizações políticas",112,54,3297230.06,29439.5541071429,99306.56,1793825.15,65891.23,1338207.12,NA,69426,1930,682,3297230.06,1708.40935751295,"#NULO","DEPUTADO FEDERAL",51,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"260000000345","JOSEFINA SILVA",5456,"SE","PPL","#NULO",2,2,1724,862,NA,NA,1724,NA,NA,22,2,2,1724,862,"#NULO","DEPUTADO FEDERAL",36,"FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)"
"180000000050","MARLLOS ROSSANO RIBEIRO GONÇALVES DE SAMPAIO",1511,"PI","PMDB","#NULO",99,74,910041.36,9192.33696969697,12320,7e+05,159236,NA,38485.36,77230,269,183,910041.36,3383.05338289963,"#NULO","DEPUTADO FEDERAL",39,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"20000000267","JOSÉ JERÔNIMO DE FARIAS NETO",2014,"AL","PSC","#NULO",18,6,45191.99,2510.66611111111,700,12000,16909.95,NA,15582.04,758,48,18,45191.99,941.499791666667,"#NULO","DEPUTADO FEDERAL",42,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"130000000670","WALTER DA ROCHA TOSTA",5567,"MG","PSD","Atividades de organizações políticas",40,15,754193.13,18854.82825,7697.13,158800,11510,233000,343186,77535,591,289,754193.13,1276.13050761421,"#NULO","DEPUTADO FEDERAL",55,"MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"210000000652","LUCIANO RAMOS BARROS",1120,"RS","PP","#NULO",7,4,7553.01,1079.00142857143,NA,5000,1100,NA,1453.01,2246,24,9,7553.01,314.70875,"#NULO","DEPUTADO FEDERAL",37,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"190000002176","VALTER CAMARGO",2718,"RJ","PSDC","Atividades de organizações políticas",8,4,3864,483,2540,NA,724,NA,600,234,8,4,3864,483,"Atividades de organizações políticas","DEPUTADO FEDERAL",47,"MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)"
"130000000728","SÔNIA MARIA FERREIRA",1156,"MG","PP","Atividades de organizações políticas",2,1,400,200,NA,400,NA,NA,NA,235,2,1,400,200,"Atividades de organizações políticas","DEPUTADO FEDERAL",59,"FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"140000000930","WILSON CORDEIRO DE ALBUQUERQUE NETO",4555,"PA","PSDB","#NULO",48,41,37575,782.8125,875,NA,33700,2000,1000,7385,72,23,37452.33,520.17125,"Impressão de material para uso publicitário","DEPUTADO FEDERAL",28,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"170000000078","ANA PAULA MONTEIRO DE OLIVEIRA",4025,"PE","PSB","#NULO",2,2,2000,1000,NA,NA,2000,NA,NA,335,2,2,2000,1000,"#NULO","DEPUTADO FEDERAL",35,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000000643","LUIZ PAULO TEIXEIRA FERREIRA",1398,"SP","PT","#NULO",684,334,3945479.04,5768.24421052632,291285.84,1757500,365680.59,1528740.2,NA,111301,3336,1108,4701359.59,1409.28045263789,"#NULO","DEPUTADO FEDERAL",53,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000643","LILIA VOGEL DE CASTILHO",4016,"RJ","PSB","Atividades de organizações políticas",16,4,3670,229.375,3020,NA,650,NA,NA,3135,16,4,3670,229.375,"Atividades de organizações políticas","DEPUTADO FEDERAL",40,"FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"130000000129","JORCELINO CARDOSO SOARES",1422,"MG","PTB","#NULO",5,5,4680,936,200,4000,400,NA,80,388,7,7,4680,668.571428571429,"Atividades de organizações políticas","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"250000001768","ALEX DA MATA SILVA",5023,"SP","PSOL","#NULO",15,11,10106,673.733333333333,700,NA,7666,90,1650,1922,31,13,10073.1,324.938709677419,"Outras atividades de publicidade não especificadas anteriormente","DEPUTADO FEDERAL",30,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"250000001989","FABRICIO RODRIGUES RIBEIRO",1255,"SP","PDT","Atividades de organizações políticas",7,1,3350,478.571428571429,3350,NA,NA,NA,NA,699,7,1,3350,478.571428571429,"Atividades de organizações políticas","DEPUTADO FEDERAL",36,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"200000000330","CARLOS ALBERTO DE SOUSA ROSADO",1111,"RN","PP","#NULO",6,5,124628,20771.3333333333,NA,1e+05,23928,NA,700,64445,10,9,35825.3,3582.53,"#NULO","DEPUTADO FEDERAL",65,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000785","JOÃO PEREIRA DOS SANTOS",7707,"SP","SD","Atividades de organizações políticas",15,7,17630.5,1175.36666666667,7555.5,NA,5075,5000,NA,1077,46,19,17630.5,383.271739130435,"#NULO","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"30000000562","KELLE CRISTIANE COSTA DAMASCENO",5577,"AP","PSD","#NULO",2,2,1600,800,NA,NA,1600,NA,NA,34,2,2,1600,800,"#NULO","DEPUTADO FEDERAL",32,"FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)"
"10000000166","RAIMUNDO ANGELIM VASCONCELOS",1314,"AC","PT","#NULO",48,41,405006.67,8437.63895833333,24166.67,162000,162200,28000,28640,39844,336,138,405006.67,1205.37699404762,"#NULO","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"210000000098","HERMES SPOLAOR",1516,"RS","PMDB","#NULO",6,3,1154,192.333333333333,NA,704,450,NA,NA,1999,6,4,1154,192.333333333333,"Atividades de organizações políticas","DEPUTADO FEDERAL",45,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"130000000394","LAERCIO LETRO RIBEIRO",1212,"MG","PDT","Atividades de organizações políticas",6,6,10227.2,1704.53333333333,427.2,4000,4800,NA,1000,2480,6,6,10227.2,1704.53333333333,"#NULO","DEPUTADO FEDERAL",48,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"20000000160","MARCOS ANTÔNIO VIEIRA DA SILVA",2525,"AL","DEM","#NULO",11,4,32349.84,2940.89454545455,2567.36,NA,400,1520,27862.48,1519,29,20,32349.84,1115.51172413793,"#NULO","DEPUTADO FEDERAL",56,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000000810","HENRIQUE STEIN SCIASCIO",7723,"SP","SD","Atividades de organizações políticas",35,15,215131.91,6146.626,NA,174831.91,7900,1400,31000,23901,252,153,215131.91,853.698055555556,"#NULO","DEPUTADO FEDERAL",29,"MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"130000000278","ANDRÉ NOGUEIRA DE ÁVILA",1623,"MG","PSTU","Atividades de organizações políticas",15,5,5044.12,336.274666666667,NA,804.92,3939.2,NA,300,671,36,15,4988.1,138.558333333333,"#NULO","DEPUTADO FEDERAL",30,"MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"130000001873","MAÍRA DOS SANTOS CARLOS",1520,"MG","PMDB","Atividades de organizações políticas",2,1,1650,825,NA,1650,NA,NA,NA,1303,2,1,1650,825,"Atividades de organizações políticas","DEPUTADO FEDERAL",32,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000000757","LUCIO MARTINS DE FREITAS",2271,"SP","PR","Atividades de organizações políticas",36,12,221473,6152.02777777778,55961,130000,6000,22000,7512,16481,316,144,221344.19,700.456297468354,"#NULO","DEPUTADO FEDERAL",64,"MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)"
"30000000350","EURISON DE ANDRADE DA SILVA",2707,"AP","PSDC","#NULO",11,11,9520,865.454545454545,NA,NA,9520,NA,NA,5291,7,5,8560.03,1222.86142857143,"#NULO","DEPUTADO FEDERAL",29,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"250000002140","FRANCINETO LUZ DE AGUIAR",1570,"SP","PMDB","#NULO",109,74,876298.62,8039.43688073395,91356.52,110246.1,89536,462400,122760,26013,1137,394,876298.63,770.711196130167,"#NULO","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"170000000593","JOAO DE DEUS DOS SANTOS",1433,"PE","PTB","#NULO",2,2,600,300,NA,NA,600,NA,NA,453,2,2,600,300,"#NULO","DEPUTADO FEDERAL",59,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"190000001927","LUANA DE FATIMA CHAVES",1940,"RJ","PTN","#NULO",4,3,1855,463.75,1155,NA,700,NA,NA,527,4,3,1855,463.75,"Atividades de organizações políticas","DEPUTADO FEDERAL",20,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000001250","GERALDO SEBASTIÃO MAGELA DIAS",4008,"MG","PSB","Atividades de organizações políticas",12,5,114725,9560.41666666667,4225,107500,NA,NA,3000,18154,24,19,114716,4779.83333333333,"#NULO","DEPUTADO FEDERAL",56,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000001721","GENILDO CRUZ FERREIRA",5004,"SP","PSOL","#NULO",5,5,7078.5,1415.7,162.5,NA,6516,NA,400,535,5,5,7078.5,1415.7,"#NULO","DEPUTADO FEDERAL",42,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000001118","VERONICA LUCIA DE CARVALHO",7063,"MG","PT do B","Atividades de organizações políticas",10,1,6486.5,648.65,6486.5,NA,NA,NA,NA,290,10,1,6486.5,648.65,"Atividades de organizações políticas","DEPUTADO FEDERAL",26,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000001152","DALTON HENRIQUE DE ALBUQUERQUE",5170,"MG","PEN","#NULO",6,2,23102.5,3850.41666666667,NA,NA,NA,102.5,23000,371,19,10,23102.5,1215.92105263158,"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo","DEPUTADO FEDERAL",46,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"130000000432","WELLINGTON ANTONIO VIEIRA",1900,"MG","PTN","#NULO",14,12,60853.25,4346.66071428571,NA,6400,5700,27100,21653.25,11492,64,47,60943.65,952.24453125,"#NULO","DEPUTADO FEDERAL",51,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000003643","HEITOR ROBERTO TOMMASINI",3696,"SP","PTC","#NULO",16,4,3570.17,223.135625,1101.17,NA,500,1240,729,168,17,5,3570.17,210.01,"#NULO","DEPUTADO FEDERAL",68,"MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"130000001120","WANDER CARLOS GOMES",7002,"MG","PT do B","Atividades de organizações políticas",7,1,10450,1492.85714285714,10450,NA,NA,NA,NA,695,7,1,10450,1492.85714285714,"Atividades de organizações políticas","DEPUTADO FEDERAL",66,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"250000000626","EUNICE  RUTH ARAUJO LOPES",1314,"SP","PT","Atividades de organizações políticas",37,9,290938.75,7863.20945945946,80408.75,NA,2230,NA,5000,9051,200,79,291435.39,1457.17695,"#NULO","DEPUTADO FEDERAL",45,"FEMININO","SUPERIOR COMPLETO","CASADO(A)"
"240000000222","CESAR ANTONIO DE SOUZA",5510,"SC","PSD","#NULO",21,13,1185978.79,56475.1804761905,NA,770000,25365,245050,145563.79,110777,321,131,1185970.99,3694.61367601246,"#NULO","DEPUTADO FEDERAL",56,"MASCULINO","ENSINO MÉDIO INCOMPLETO","DIVORCIADO(A)"
"210000000888","ANGELA MARIA LOBATO BAPTISTA",2209,"RS","PR","#NULO",1,1,200,200,NA,NA,200,NA,NA,74,1,1,200,200,"#NULO","DEPUTADO FEDERAL",45,"FEMININO","SUPERIOR INCOMPLETO","SOLTEIRO(A)"
"190000000602","LUIZ SERGIO NÓBREGA DE OLIVEIRA",1312,"RJ","PT","Atividades de organizações políticas",31,22,2429512.5,78371.3709677419,49532.5,1377500,49040,934500,18940,48903,463,175,2400740.43,5185.18451403888,"#NULO","DEPUTADO FEDERAL",56,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"150000000014","JOSÉ SILVA DOS SANTOS",5014,"PB","PSOL","#NULO",8,5,2105,263.125,NA,NA,1925,180,NA,1698,4,4,2060,515,"#NULO","DEPUTADO FEDERAL",28,"MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"20000000272","ROSIETE GOIS RAMOS",4377,"AL","PV","#NULO",4,2,1500,375,NA,NA,1500,NA,NA,857,4,2,1500,375,"#NULO","DEPUTADO FEDERAL",50,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)"
"40000000085","NUBIA REGINA SOARES RODRIGUES",1015,"AM","PRB","Atividades de organizações políticas",3,1,1100,366.666666666667,1100,NA,NA,NA,NA,32,3,1,1100,366.666666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",46,"FEMININO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"160000001200","LUIZ ADÃO MARQUES",2727,"PR","PSDC","#NULO",41,30,142959.58,3486.81902439024,3351.64,NA,50700,79213.46,9694.48,14870,129,52,142959.58,1108.21379844961,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",51,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000000697","ELMIRO ALVES DO NASCIMENTO",2520,"MG","DEM","#NULO",41,19,498844.75,12166.9451219512,2604.75,6900,23980,73000,392360,49617,642,392,499044.75,777.328271028037,"#NULO","DEPUTADO FEDERAL",63,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"130000000143","MÁRCIO APARECIDO MARTINS DE SOUZA",3390,"MG","PMN","#NULO",8,1,17116.7,2139.5875,NA,NA,NA,NA,17116.7,1113,20,9,17116.75,855.8375,"#NULO","DEPUTADO FEDERAL",38,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"110000000015","LEIVA MARIA LOPES",4588,"MT","PSDB","Atividades de organizações políticas",13,3,29423.62,2263.35538461538,15685.54,9738.08,4000,NA,NA,192,22,14,29403.62,1336.52818181818,"#NULO","DEPUTADO FEDERAL",42,"FEMININO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)"
"160000001139","FABIO ALEXANDRE PEREIRA",3135,"PR","PHS","Atividades de organizações políticas",1,1,5000,5000,NA,5000,NA,NA,NA,341,2,2,5200,2600,"#NULO","DEPUTADO FEDERAL",35,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"190000000863","ROBSON SILVA BARBOSA",5180,"RJ","PEN","Atividades de organizações políticas",6,2,5562.73,927.121666666667,5562.73,NA,NA,NA,NA,1989,6,2,5562.73,927.121666666667,"Atividades de organizações políticas","DEPUTADO FEDERAL",44,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"250000000268","SILVIO ROCHA DE OLIVEIRA JUNIOR",1960,"SP","PTN","Atividades de organizações políticas",8,4,4050,506.25,800,2850,400,NA,NA,1293,8,4,4050,506.25,"Atividades de organizações políticas","DEPUTADO FEDERAL",26,"MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)"
"250000004006","BRUNA LEE LAGES DE ALMEIDA",1530,"SP","PMDB","Atividades de organizações políticas",23,8,69699.76,3030.42434782609,10792.42,15977.34,20,42910,NA,2123,30,12,69698.16,2323.272,"Atividades de organizações políticas","DEPUTADO FEDERAL",34,"FEMININO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE"
"250000002139","EDSON EDINHO COELHO ARAUJO",1523,"SP","PMDB","#NULO",67,47,790367.38,11796.5280597015,290677.6,17089.78,233700,233900,15000,112780,476,83,790077.96,1659.82764705882,"Atividades do Correio Nacional","DEPUTADO FEDERAL",65,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"250000003686","RICARDO JOSE RUSSOMANNO AZEVEDO SOBRINHO",1514,"SP","PMDB","Atividades de organizações políticas",11,3,16007.74,1455.24909090909,12893.84,3113.9,NA,NA,NA,824,11,3,16007.74,1455.24909090909,"Atividades de organizações políticas","DEPUTADO FEDERAL",67,"MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)"
"160000000460","CLAUDINO DA SILVA DIAS",4353,"PR","PV","#NULO",13,8,7339.48,564.575384615385,458.17,896.46,2320,NA,3664.85,1539,26,14,7339.48,282.287692307692,"#NULO","DEPUTADO FEDERAL",49,"MASCULINO","SUPERIOR COMPLETO","CASADO(A)"
"60000000785","FRANCISCO LOPES DA SILVA",6565,"CE","PC do B","#NULO",92,82,1643012.52,17858.8317391304,557.51,1565000,45255,29200.01,3000,80578,1760,770,1732704.71,984.4913125,"#NULO","DEPUTADO FEDERAL",75,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"100000000095","HANS JOSEPH NINA HOHN",3388,"MA","PMN","#NULO",3,3,4390,1463.33333333333,NA,490,3500,NA,400,2513,5,5,4290,858,"Comércio varejista de combustíveis para veículos automotores","DEPUTADO FEDERAL",38,"MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)"
"250000001396","JOÃO PINHONI NETO",2515,"SP","DEM","#NULO",24,13,28628.95,1192.87291666667,10658.55,NA,14615.4,3355,NA,15111,39,20,28628.95,734.075641025641,"#NULO","DEPUTADO FEDERAL",60,"MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)"
"50000000275","ALECCIENE CHAVES GUSMAO",4099,"BA","PSB","#NULO",30,22,24104.52,803.484,6500.52,NA,13274,2830,1500,1523,30,22,24104.52,803.484,"#NULO","DEPUTADO FEDERAL",37,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
"50000001067","IVANILDES DOS PASSOS VAZ",4005,"BA","PSB","#NULO",2,2,1200,600,NA,NA,1200,NA,NA,159,2,2,1200,600,"#NULO","DEPUTADO FEDERAL",38,"FEMININO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)"
"50000000133","ALICE MAZZUCO PORTUGAL",6522,"BA","PC do B","#NULO",222,102,1032067.23,4648.95148648649,146569.84,533595,98250,111800,141852.39,72682,619,193,1031797.27,1666.87765751212,"#NULO","DEPUTADO FEDERAL",55,"FEMININO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE"
"200000000010","LUCIANA LIMA DA SILVA",1661,"RN","PSTU","Atividades de organizações políticas",13,1,1935.4,148.876923076923,1935.4,NA,NA,NA,NA,1294,13,1,1935.4,148.876923076923,"Atividades de organizações políticas","DEPUTADO FEDERAL",44,"FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)"
